,Owner,Session ID,Mouse ID,Date,Phase,Laser Stim Prob,Left Reward Prob,Right Reward Prob,Block Range Min,Block Range Max,No. Trials,No. Blocks,No. Rewards,p(high Port),Decision Window Duration,Min Inter-trial-interval,Left Solenoid Duration,Right Solenoid Duration
958,mike,06262017_SOM44,SOM44,2017-06-26 00:00:00,2,0.0,0.1,0.9,50,50,200,3,159,0.85,2,1.0,40,40
959,mike,06262017_SOM45,SOM45,2017-06-26 00:00:00,2,0.0,0.9,0.1,50,50,579,8,449,0.83,2,1.0,40,40
960,mike,06272017_PV30,PV30,2017-06-27 00:00:00,2,0.0,0.9,0.1,50,50,356,5,256,0.77,5,1.0,40,40
961,mike,06272017_SOM41,SOM41,2017-06-27 00:00:00,2,0.0,0.1,0.9,50,50,439,6,331,0.8,5,1.0,40,40
962,mike,06272017_SOM42,SOM42,2017-06-27 00:00:00,2,0.0,0.9,0.1,50,50,585,9,473,0.89,2,1.0,40,40
963,mike,06272017_SOM44,SOM44,2017-06-27 00:00:00,2,0.0,0.1,0.9,50,50,192,2,148,0.79,2,1.0,40,40
964,mike,06272017_SOM45,SOM45,2017-06-27 00:00:00,2,0.0,0.9,0.1,50,50,528,8,423,0.88,2,1.0,40,40
965,mike,06282017_PV30,PV30,2017-06-28 00:00:00,2,0.0,0.9,0.1,50,50,400,6,301,0.81,5,1.0,40,40
966,mike,06282017_SOM41,SOM41,2017-06-28 00:00:00,2,0.0,0.1,0.9,50,50,356,5,274,0.87,4,1.0,40,40
967,mike,06282017_SOM42,SOM42,2017-06-28 00:00:00,2,0.0,0.1,0.9,50,50,545,8,431,0.88,2,1.0,40,40
968,mike,06282017_SOM44,SOM44,2017-06-28 00:00:00,2,0.0,0.1,0.9,50,50,253,3,184,0.79,2,1.0,40,40
969,mike,06282017_SOM45,SOM45,2017-06-28 00:00:00,2,0.0,0.1,0.9,50,50,532,8,422,0.85,2,1.0,40,40
970,mike,06292017_PV30,PV30,2017-06-29 00:00:00,2,0.0,0.9,0.1,50,50,388,5,299,0.85,25,1.0,40,40
971,mike,06292017_SOM41,SOM41,2017-06-29 00:00:00,2,0.0,0.9,0.1,50,50,432,6,337,0.84,4,1.0,40,40
972,mike,06292017_SOM42,SOM42,2017-06-29 00:00:00,2,0.0,0.9,0.1,50,50,644,10,504,0.86,2,1.0,40,40
973,mike,06292017_SOM44,SOM44,2017-06-29 00:00:00,2,0.0,0.1,0.9,50,50,175,2,120,0.75,2,1.0,40,40
974,mike,06292017_SOM45,SOM45,2017-06-29 00:00:00,2,0.0,0.1,0.9,50,50,587,9,456,0.81,2,1.0,40,40
975,mike,06302017_PV30,PV30,2017-06-30 00:00:00,2,0.0,0.9,0.1,50,50,421,6,320,0.78,5,1.0,40,40
976,mike,06302017_SOM41,SOM41,2017-06-30 00:00:00,2,0.0,0.9,0.1,50,50,55,0,41,0.76,4,1.0,440,40
977,mike,06302017_SOM42,SOM42,2017-06-30 00:00:00,2,0.0,0.1,0.9,50,50,511,8,400,0.86,2,1.0,40,40
978,mike,06302017_SOM44,SOM44,2017-06-30 00:00:00,2,0.0,0.1,0.9,50,50,219,3,166,0.82,2,1.0,40,40
979,mike,06302017_SOM45,SOM45,2017-06-30 00:00:00,2,0.0,0.1,0.9,50,50,329,4,234,0.74,2,1.0,40,40
980,mike,07032017_PV27,PV27,2017-07-03 00:00:00,0,0.0,1.0,1.0,50,50,2,0,1,0.0,15,1.0,50,50
981,mike,07032017_PV30,PV30,2017-07-03 00:00:00,2,0.0,0.1,0.9,50,50,434,6,325,0.78,2,1.0,40,40
982,mike,07032017_SOM41,SOM41,2017-07-03 00:00:00,2,0.0,0.1,0.9,50,50,258,3,169,0.68,3,1.0,40,40
983,mike,07032017_SOM42,SOM42,2017-07-03 00:00:00,2,0.0,0.9,0.1,50,50,497,8,422,0.93,2,1.0,40,40
984,mike,07032017_SOM44,SOM44,2017-07-03 00:00:00,2,0.0,0.9,0.1,50,50,238,3,178,0.79,2,1.0,40,40
985,mike,07032017_SOM45,SOM45,2017-07-03 00:00:00,2,0.0,0.1,0.9,50,50,283,3,194,0.76,2,1.0,40,40
986,mike,07042017_PV27,PV27,2017-07-04 00:00:00,0,0.0,1.0,1.0,1000,1000,2,0,1,0.0,15,1.0,50,50
987,mike,07042017_PV30,PV30,2017-07-04 00:00:00,2,0.0,0.9,0.1,50,50,522,8,400,0.85,4,1.0,40,40
988,mike,07042017_SOM41,SOM41,2017-07-04 00:00:00,2,0.0,0.1,0.9,50,50,289,4,236,0.88,3,1.0,40,40
989,mike,07042017_SOM42,SOM42,2017-07-04 00:00:00,2,0.0,0.1,0.9,50,50,503,8,411,0.89,2,1.0,40,40
990,mike,07042017_SOM44,SOM44,2017-07-04 00:00:00,2,0.0,0.9,0.1,50,50,282,4,216,0.84,2,1.0,40,40
991,mike,07042017_SOM45,SOM45,2017-07-04 00:00:00,2,0.0,0.1,0.9,50,50,229,2,135,0.59,2,1.0,40,40
992,mike,07052017_PV27,PV27,2017-07-05 00:00:00,1,0.0,1.0,1.0,50,50,1,0,1,0.0,15,1.0,40,40
993,mike,07052017_PV30,PV30,2017-07-05 00:00:00,2,0.0,0.9,0.1,50,50,402,6,309,0.81,4,1.0,40,40
994,mike,07052017_SOM41,SOM41,2017-07-05 00:00:00,2,0.0,0.1,0.9,50,50,184,2,122,0.74,3,1.0,40,40
995,mike,07052017_SOM42,SOM42,2017-07-05 00:00:00,2,0.0,0.1,0.9,50,50,699,10,532,0.81,2,1.0,40,40
996,mike,07052017_SOM44,SOM44,2017-07-05 00:00:00,2,0.0,0.1,0.9,50,50,252,3,185,0.81,2,1.0,40,40
997,mike,07052017_SOM45,SOM45,2017-07-05 00:00:00,2,0.0,0.1,0.9,50,50,465,6,342,0.8,2,1.0,40,40
998,mike,07062017_PV30,PV30,2017-07-06 00:00:00,2,0.0,0.9,0.1,50,50,495,7,388,0.85,4,1.0,40,40
999,mike,07062017_SOM41,SOM41,2017-07-06 00:00:00,2,0.0,0.9,0.1,50,50,281,4,217,0.83,3,1.0,45,45
1000,mike,07062017_SOM42,SOM42,2017-07-06 00:00:00,2,0.0,0.9,0.1,50,50,630,10,501,0.87,2,1.0,40,40
1001,mike,07062017_SOM44,SOM44,2017-07-06 00:00:00,2,0.0,0.9,0.1,50,50,136,1,87,0.63,2,1.0,40,40
1002,mike,07062017_SOM45,SOM45,2017-07-06 00:00:00,2,0.0,0.1,0.9,50,50,565,9,451,0.86,2,1.0,40,40
1003,mike,07102017_PV27,PV27,2017-07-10 00:00:00,1,0.0,1.0,1.0,1000,1000,2,0,2,0.0,15,1.0,50,50
1004,mike,07102017_PV30,PV30,2017-07-10 00:00:00,2,0.0,0.9,0.1,50,50,527,8,400,0.86,4,1.0,40,40
1005,mike,07102017_SOM41,SOM41,2017-07-10 00:00:00,2,0.0,0.9,0.1,50,50,514,7,397,0.86,3,1.0,40,40
1006,mike,07102017_SOM42,SOM42,2017-07-10 00:00:00,2,0.0,0.9,0.1,50,50,694,11,551,0.88,2,1.0,40,40
1007,mike,07102017_SOM44,SOM44,2017-07-10 00:00:00,2,0.0,0.9,0.1,50,50,291,4,211,0.74,2,1.0,40,40
1008,mike,07102017_SOM45,SOM45,2017-07-10 00:00:00,2,0.0,0.1,0.9,50,50,440,6,328,0.82,2,1.0,40,40
1009,mike,07112017_PV27,PV27,2017-07-11 00:00:00,1,0.0,1.0,1.0,1000,1000,3,0,3,0.0,15,1.0,45,45
1010,mike,07112017_PV30,PV30,2017-07-11 00:00:00,2,0.0,0.9,0.1,50,50,455,7,350,0.84,4,1.0,40,40
1011,mike,07112017_SOM41,SOM41,2017-07-11 00:00:00,2,0.0,0.1,0.9,50,50,462,7,390,0.94,3,1.0,45,45
1012,mike,07112017_SOM42,SOM42,2017-07-11 00:00:00,2,0.0,0.9,0.1,50,50,697,10,542,0.85,2,1.0,40,40
1013,mike,07112017_SOM44,SOM44,2017-07-11 00:00:00,2,0.0,0.1,0.9,50,50,279,4,202,0.76,2,1.0,40,40
1014,mike,07112017_SOM45,SOM45,2017-07-11 00:00:00,2,0.0,0.1,0.9,50,50,516,7,389,0.83,2,1.0,40,40
1015,mike,07132017_PV27,PV27,2017-07-13 00:00:00,1,0.0,1.0,1.0,1000,1000,4,0,4,0.0,15,1.0,45,45
1016,mike,07132017_PV30,PV30,2017-07-13 00:00:00,2,0.0,0.9,0.1,50,50,484,7,385,0.87,4,1.0,45,45
1017,mike,07132017_SOM41,SOM41,2017-07-13 00:00:00,2,0.0,0.1,0.9,50,50,340,5,263,0.88,3,1.0,45,45
1018,mike,07132017_SOM42,SOM42,2017-07-13 00:00:00,2,0.0,0.1,0.9,50,50,545,7,389,0.77,2,1.0,45,45
1019,mike,07132017_SOM44,SOM44,2017-07-13 00:00:00,2,0.0,0.1,0.9,50,50,225,2,139,0.66,2,1.0,45,45
1020,mike,07132017_SOM45,SOM45,2017-07-13 00:00:00,2,0.0,0.1,0.9,50,50,361,4,233,0.65,2,1.0,45,45
1021,mike,07122017_PV27,PV27,2017-07-12 00:00:00,1,0.0,1.0,1.0,50,50,7,0,7,0.0,15,1.0,40,40
1022,mike,07122017_PV30,PV30,2017-07-12 00:00:00,2,0.1,0.1,0.9,50,50,605,9,469,0.84,4,1.0,40,40
1023,mike,07122017_SOM41,SOM41,2017-07-12 00:00:00,2,0.0,0.9,0.1,50,50,606,9,487,0.89,3,1.0,40,40
1024,mike,07122017_SOM42,SOM42,2017-07-12 00:00:00,2,0.1,0.1,0.9,50,50,550,8,433,0.89,2,1.0,40,40
1025,mike,07122017_SOM44,SOM44,2017-07-12 00:00:00,2,0.0,0.9,0.1,50,50,324,4,225,0.76,2,1.0,45,45
1026,mike,07122017_SOM45,SOM45,2017-07-12 00:00:00,2,0.0,0.1,0.9,50,50,501,7,397,0.86,2,1.0,40,40
1027,mike,07142017_PV27,PV27,2017-07-14 00:00:00,1,0.0,1.0,1.0,1000,1000,10,0,10,0.0,15,1.0,45,45
1028,mike,07142017_SOM41,SOM41,2017-07-14 00:00:00,2,0.0,0.1,0.9,50,50,615,10,519,0.89,3,1.0,45,45
1029,mike,07142017_SOM42,SOM42,2017-07-14 00:00:00,2,0.1,0.9,0.1,50,50,527,7,391,0.82,2,1.0,45,45
1030,mike,07142017_SOM44,SOM44,2017-07-14 00:00:00,2,0.0,0.9,0.1,50,50,294,4,225,0.84,2,1.0,45,45
1031,mike,07142017_SOM45,SOM45,2017-07-14 00:00:00,2,0.0,0.1,0.9,50,50,591,9,476,0.88,2,1.0,40,40
1032,mike,07172017_PV27,PV27,2017-07-17 00:00:00,1,0.0,1.0,1.0,1000,1000,39,0,39,0.0,15,1.0,50,50
1033,mike,07172017_PV30,PV30,2017-07-17 00:00:00,2,0.0,0.8,0.2,50,50,506,6,321,0.77,3,1.0,40,40
1034,mike,07172017_SOM41,SOM41,2017-07-17 00:00:00,2,0.1,0.9,0.1,50,50,357,4,202,0.59,3,1.0,40,40
1035,mike,07172017_SOM42,SOM42,2017-07-17 00:00:00,2,0.0,0.9,0.1,50,50,564,8,425,0.83,2,1.0,40,40
1036,mike,07172017_SOM44,SOM44,2017-07-17 00:00:00,2,0.1,0.1,0.9,50,50,289,4,244,0.88,2,1.0,40,40
1037,mike,07172017_SOM45,SOM45,2017-07-17 00:00:00,2,0.1,0.9,0.1,50,50,368,5,252,0.72,2,1.0,40,40
1038,mike,07182017_PV27,PV27,2017-07-18 00:00:00,1,0.0,1.0,1.0,1000,1000,25,0,25,0.0,15,1.0,50,50
1039,mike,07182017_PV30,PV30,2017-07-18 00:00:00,2,0.0,0.2,0.8,50,50,619,8,420,0.75,3,1.0,40,40
1040,mike,07182017_SOM41,SOM41,2017-07-18 00:00:00,2,0.0,0.1,0.9,50,50,524,8,429,0.9,3,1.0,40,40
1041,mike,07182017_SOM42,SOM42,2017-07-18 00:00:00,2,0.1,0.1,0.9,50,50,480,7,354,0.82,2,1.0,40,40
1042,mike,07182017_SOM44,SOM44,2017-07-18 00:00:00,2,0.0,0.1,0.9,50,50,250,3,177,0.83,2,1.0,40,40
1043,mike,07182017_SOM45,SOM45,2017-07-18 00:00:00,2,0.0,0.1,0.9,50,50,469,7,362,0.85,2,1.0,40,40
1044,mike,07192017_PV27,PV27,2017-07-19 00:00:00,1,0.0,1.0,1.0,1000,1000,20,0,20,0.0,15,1.0,50,50
1045,mike,07192017_PV30,PV30,2017-07-19 00:00:00,2,0.0,0.2,0.8,50,50,540,7,374,0.81,3,1.0,40,40
1046,mike,07192017_SOM41,SOM41,2017-07-19 00:00:00,2,0.1,0.9,0.1,50,50,209,2,119,0.58,2,1.0,40,40
1047,mike,07192017_SOM42,SOM42,2017-07-19 00:00:00,2,0.0,0.1,0.9,50,50,603,9,458,0.82,2,1.0,40,40
1048,mike,07192017_SOM44,SOM44,2017-07-19 00:00:00,2,0.1,0.1,0.9,50,50,380,4,241,0.67,2,1.0,40,40
1049,mike,07192017_SOM45,SOM45,2017-07-19 00:00:00,2,0.1,0.9,0.1,50,50,399,5,256,0.73,2,1.0,40,40
1050,mike,07202017_PV27,PV27,2017-07-20 00:00:00,1,0.0,1.0,1.0,1000,1000,12,0,12,0.0,15,1.0,50,50
1051,mike,07202017_PV30,PV30,2017-07-20 00:00:00,2,0.0,0.8,0.2,50,50,519,7,352,0.79,2,1.0,40,40
1052,mike,07202017_SOM41,SOM41,2017-07-20 00:00:00,2,0.0,0.9,0.1,50,50,602,9,482,0.89,2,1.0,40,40
1053,mike,07202017_SOM42,SOM42,2017-07-20 00:00:00,2,0.1,0.9,0.1,50,50,545,8,426,0.88,2,1.0,40,40
1054,mike,07202017_SOM44,SOM44,2017-07-20 00:00:00,2,0.0,0.1,0.9,50,50,322,5,256,0.85,2,1.0,40,40
1055,mike,07202017_SOM45,SOM45,2017-07-20 00:00:00,2,0.0,0.1,0.9,50,50,465,7,376,0.88,2,1.0,40,40
1056,mike,07212017_PV27,PV27,2017-07-21 00:00:00,1,0.0,1.0,1.0,1000,1000,32,0,32,0.0,15,1.0,50,50
1057,mike,07212017_PV30,PV30,2017-07-21 00:00:00,2,0.0,0.2,0.8,50,50,534,7,373,0.82,2,1.0,40,40
1058,mike,07212017_SOM41,SOM41,2017-07-21 00:00:00,2,0.1,0.9,0.1,50,50,81,0,30,0.41,2,1.0,40,40
1059,mike,07212017_SOM42,SOM42,2017-07-21 00:00:00,2,0.0,0.2,0.8,50,50,557,7,360,0.72,2,1.0,40,40
1060,mike,07212017_SOM44,SOM44,2017-07-21 00:00:00,2,0.1,0.9,0.1,50,50,258,3,193,0.79,2,1.0,40,40
1061,mike,07212017_SOM45,SOM45,2017-07-21 00:00:00,2,0.1,0.1,0.9,50,50,353,4,235,0.72,2,1.0,40,40
1062,mike,07242017_PV27,PV27,2017-07-24 00:00:00,1,0.0,1.0,1.0,1000,1000,15,0,15,0.0,12,1.0,50,50
1063,mike,07242017_PV30,PV30,2017-07-24 00:00:00,2,0.0,0.8,0.2,50,50,597,7,380,0.78,2,1.0,40,40
1064,mike,07242017_SOM41,SOM41,2017-07-24 00:00:00,2,0.0,0.1,0.9,50,50,184,2,132,0.77,2,1.0,40,40
1065,mike,07242017_SOM42,SOM42,2017-07-24 00:00:00,2,0.0,0.8,0.2,50,50,162,2,102,0.76,2,1.0,40,40
1066,mike,07242017_SOM44,SOM44,2017-07-24 00:00:00,2,0.0,0.1,0.9,50,50,332,5,264,0.86,2,1.0,40,40
1067,mike,07242017_SOM45,SOM45,2017-07-24 00:00:00,2,0.0,0.1,0.9,50,50,535,7,393,0.82,2,1.0,40,40
1068,mike,07252017_PV27,PV27,2017-07-25 00:00:00,1,0.0,1.0,1.0,1000,1000,30,0,30,0.0,12,1.0,50,50
1069,mike,07252017_PV30,PV30,2017-07-25 00:00:00,2,0.0,0.8,0.2,50,50,584,8,412,0.82,2,1.0,40,40
1070,mike,07252017_SOM41,SOM41,2017-07-25 00:00:00,2,0.0,0.1,0.9,50,50,432,6,344,0.89,2,1.0,40,40
1071,mike,07252017_SOM42,SOM42,2017-07-25 00:00:00,2,0.0,0.8,0.2,50,50,635,9,447,0.87,2,1.0,40,40
1072,mike,07252017_SOM44,SOM44,2017-07-25 00:00:00,2,0.1,0.1,0.9,50,50,84,0,49,0.62,2,1.0,40,40
1073,mike,07252017_SOM45,SOM45,2017-07-25 00:00:00,2,0.1,0.9,0.1,50,50,449,7,346,0.84,2,1.0,40,40
1074,mike,07262017_PV27,PV27,2017-07-26 00:00:00,1,0.0,1.0,1.0,1000,1000,21,0,21,0.0,20,1.0,40,40
1075,mike,07262017_PV30,PV30,2017-07-26 00:00:00,2,0.0,0.2,0.8,50,50,627,8,434,0.78,2,1.0,40,40
1076,mike,07262017_SOM41,SOM41,2017-07-26 00:00:00,2,0.0,0.9,0.1,50,50,103,1,62,0.7,2,1.0,40,40
1077,mike,07262017_SOM42,SOM42,2017-07-26 00:00:00,2,0.0,0.2,0.8,50,50,536,7,354,0.73,2,1.0,40,40
1078,mike,07262017_SOM44,SOM44,2017-07-26 00:00:00,2,0.0,0.9,0.1,50,50,301,4,234,0.85,2,1.0,40,40
1079,mike,07262017_SOM45,SOM45,2017-07-26 00:00:00,2,0.0,0.9,0.1,50,50,548,8,433,0.86,2,1.0,40,40
1080,mike,07272017_PV27,PV27,2017-07-27 00:00:00,1,0.0,1.0,1.0,1000,1000,35,0,35,0.0,12,1.0,50,50
1081,mike,07272017_PV30,PV30,2017-07-27 00:00:00,2,0.0,0.2,0.8,50,50,613,8,414,0.8,2,1.0,40,40
1082,mike,07272017_SOM41,SOM41,2017-07-27 00:00:00,2,0.0,0.1,0.9,50,50,315,5,250,0.86,2,1.0,40,40
1083,mike,07272017_SOM42,SOM42,2017-07-27 00:00:00,2,0.0,0.8,0.2,50,50,620,8,434,0.78,2,1.0,40,40
1084,mike,07272017_SOM44,SOM44,2017-07-27 00:00:00,2,0.0,0.1,0.9,50,50,222,3,162,0.8,2,1.0,40,40
1085,mike,07272017_SOM45,SOM45,2017-07-27 00:00:00,2,0.0,0.9,0.1,50,50,578,8,443,0.86,2,1.0,40,40
1086,mike,07282017_PV27,PV27,2017-07-28 00:00:00,1,0.0,0.0,0.0,50,50,63,1,50,0.0,10,1.0,50,50
1087,mike,07282017_PV30,PV30,2017-07-28 00:00:00,2,0.0,0.8,0.2,50,50,722,10,502,0.82,2,1.0,40,40
1088,mike,07282017_SOM41,SOM41,2017-07-28 00:00:00,2,0.0,0.9,0.1,50,50,87,1,61,0.74,2,1.0,40,40
1089,mike,07282017_SOM42,SOM42,2017-07-28 00:00:00,2,0.0,0.2,0.8,50,50,694,10,510,0.84,2,1.0,40,40
1090,mike,07282017_SOM44,SOM44,2017-07-28 00:00:00,2,0.1,0.9,0.1,50,50,257,3,181,0.75,2,1.0,40,40
1091,mike,07282017_SOM45,SOM45,2017-07-28 00:00:00,2,0.1,0.9,0.1,50,50,515,7,365,0.77,2,1.0,40,40
1092,mike,07302017_PV27,PV27,2017-07-30 00:00:00,1,0.0,1.0,1.0,50,50,44,0,44,0.0,7,1.0,40,40
1093,mike,07302017_SOM41,SOM41,2017-07-30 00:00:00,2,0.0,0.9,0.1,50,50,545,8,445,0.9,2,1.0,40,40
1094,mike,07302017_SOM44,SOM44,2017-07-30 00:00:00,2,0.0,0.1,0.9,50,50,94,1,50,0.57,2,1.0,40,40
1095,mike,07302017_SOM45,SOM45,2017-07-30 00:00:00,2,0.0,0.1,0.9,50,50,579,9,449,0.84,2,1.0,40,40
1096,mike,08012017_PV27,PV27,2017-08-01 00:00:00,1,0.0,1.0,1.0,1000,1000,25,0,25,0.0,7,1.0,50,50
1097,mike,08012017_SOM41,SOM41,2017-08-01 00:00:00,2,0.1,0.1,0.9,50,50,545,8,432,0.87,2,1.0,40,40
1098,mike,08012017_SOM44,SOM44,2017-08-01 00:00:00,2,0.1,0.9,0.1,50,50,105,1,73,0.79,2,1.0,40,40
1099,mike,08012017_SOM45,SOM45,2017-08-01 00:00:00,2,0.0,0.9,0.1,50,50,479,6,350,0.78,2,1.0,40,40
1100,mike,08022017_PV27,PV27,2017-08-02 00:00:00,1,0.0,1.0,1.0,1000,1000,23,0,23,0.0,7,1.0,50,50
1101,mike,08022017_SOM41,SOM41,2017-08-02 00:00:00,2,0.0,0.1,0.9,50,50,559,9,449,0.87,2,1.0,40,40
1102,mike,08022017_SOM44,SOM44,2017-08-02 00:00:00,2,0.0,0.1,0.9,50,50,313,4,235,0.83,2,1.0,40,40
1103,mike,08022017_SOM45,SOM45,2017-08-02 00:00:00,2,0.0,0.9,0.1,50,50,517,8,402,0.89,2,1.0,40,40
1104,mike,08032017_PV27,PV27,2017-08-03 00:00:00,1,0.0,1.0,1.0,1000,1000,26,0,26,0.0,7,1.0,50,50
1105,mike,08032017_SOM41,SOM41,2017-08-03 00:00:00,2,0.1,0.1,0.9,50,50,289,4,230,0.91,2,1.0,40,40
1106,mike,08032017_SOM44,SOM44,2017-08-03 00:00:00,2,0.1,0.9,0.1,50,50,273,4,223,0.86,2,1.0,40,40
1107,mike,08032017_SOM45,SOM45,2017-08-03 00:00:00,2,0.1,0.1,0.9,50,50,536,8,423,0.87,2,1.0,40,40
1108,mike,08042017_PV27,PV27,2017-08-04 00:00:00,1,0.0,1.0,1.0,1000,1000,28,0,28,0.0,7,1.0,50,50
1109,mike,08042017_SOM41,SOM41,2017-08-04 00:00:00,2,0.0,0.1,0.9,50,50,537,8,440,0.91,2,0.0,40,40
1110,mike,08042017_SOM44,SOM44,2017-08-04 00:00:00,2,0.0,0.1,0.9,50,50,417,6,326,0.84,2,1.0,40,40
1111,mike,08042017_SOM45,SOM45,2017-08-04 00:00:00,2,0.0,0.1,0.9,50,50,684,11,565,0.91,2,1.0,40,40
1112,mike,08072017_PV27,PV27,2017-08-07 00:00:00,1,0.0,1.0,1.0,1000,1000,41,0,41,0.0,7,1.0,50,50
1113,mike,08072017_SOM40,SOM40,2017-08-07 00:00:00,0,0.0,1.0,1.0,1000,1000,3,0,0,0.0,10,1.0,50,50
1114,mike,08072017_SOM41,SOM41,2017-08-07 00:00:00,2,0.1,0.9,0.1,50,50,641,10,541,0.91,2,1.0,40,40
1115,mike,08072017_SOM44,SOM44,2017-08-07 00:00:00,2,0.1,0.9,0.1,50,50,457,7,381,0.92,2,1.0,40,40
1116,mike,08072017_SOM45,SOM45,2017-08-07 00:00:00,2,0.1,0.9,0.1,50,50,637,10,503,0.85,2,1.0,40,40
